"Index","f1","f2","f3","f4","f5","f6","f7","f8","f9","f10","f11","f12","f13","f14","f15","f16","f17","f18","f19","f20","f21","f22","f23","f24","f25","f26","f27","f28","f29","f30","f31","f32","f33","f34","f35","f36","f37","f38","f39","f40","f41","f42","f43","f44","f45","f46","f47","f48","f49","f50","f51","f52","f53","f54","f55","f56","f57","f58","f59","f60","f61","f62","f63","f64","f65","f66","f67","f68","f69","f70","f71","f72","f73","f74","f75","f76","f77","f78","f79","f80","f81","f82","f83","f84","f85","f86","f87","f88","f89","f90","f91","f92","f93","f94","f95","f96","f97","f98","f99","f100","f101","f102","f103","f104","f105","f106","f107","f108","f109","f110","f111","f112","f113","f114","f115","f116","f117","f118","f119","f120","f121","f122","f123","f124","f125","f126","f127","f128","f129","f130","f131","f132","f133","f134","f135","f136","f137","f138","f139","f140","f141","f142","f143","f144","f145","f146","f147","f148","f149","f150","f151","f152","f153","f154","f155","f156","f157","f158","f159","f160","f161","f162","f163","f164","f165","f166","f167","f168","f169","f170","f171","f172","f173","f174","f175","f176","f177","f178","f179","f180","f181","f182","f183","f184","f185","f186","f187","f188","f189","f190","f191","f192","f193","f194","f195","f196","f197","f198","f199","f200","f201","f202","f203","f204","f205","f206","f207","f208","f209","f210","f211","f212","f213","f214","f215","f216","f217","f218","f219","f220","f221","f222","f223","f224","f225","f226","f227","f228","f229","f230","f231","f232","f233","f234","f235","f236","f237","f238","f239","f240","f241","f242","f243","f244","f245","f246","f247","f248","f249","f250","f251","f252","f253","f254","f255","f256","f257","f258","f259","f260","f261","f262","f263","f264","f265","f266","f267"
2015-01-28,NA,4675.13,4771.763,10798.33,1796.44,3398.52,613.55,24909.9,198.61,5260.024,1935.68,201.828,175.631,163.68,163.784,172.02,330.654,820.56,587.38,335.7,170.04,291.32,240.85,69.64,522.37,148.72,662.39,683.19,1792.5,988.71,345,193.93,327.86,267.84,441.23,206.16,69.44,202.57,227.47,114.36,76.74,172.24,156.87,137.11,105.72,215.78,218.36,148.44,419.21,2236.35,545.39,883.6,1017.57,1712.55,1914.39,2471.8,85.24,232.9,99.93,199.18,226.45,222.41,206.83,463.178,124.78,95.41,17468.52,3383.182,3607.99,188.04,2057.09,6852.4,0.537,0.23,30.4,0.008,5,4.41,0.2561,1.8241,0.0051,0.1275,14.31,15.52,0.059,0.102,0.537,17.6,11.5,-1.4,177.984,1.058,0.6985,1.24,1.055,2.389,-0.1627,0.2182,1.3029,1.611,0.2096,1.9359,0.121,-0.2131,3.47,3.22,3.18,3.4,3.2,5.6,-0.033,0.054,0.138,0.277,33.8575,27.9062,-0.031,0.12,0.395,-0.111,0.583,-0.004,0.23,NA,0.017,0.124,0.094,23.475,14.95,0.169,0.213,0.3554,0.6214,0.1522,0.0152,1.3372,0.0609,0.39,NA,19.73,17.26,18.03,52994992,33.75,50.24,197.524,90.5,17.819,40.75,114.369,0.03429,0.09714,0.23857,27.9062,-0.102,-0.148,0.017,-0.111,-0.013,-0.002,-0.021,NA,97.625,66.821,54.299,300.502,14.95,30.25,3.89,4.9,12.24,0.5107,21.3426,13.58,20.69,22.16,0.15633333,0.41096667,0.26433333,0.33823334,17.832,-0.7142181,-7.5,-0.06142468,0.25151387,-0.60628156,NA,0.196,1.15126667,0.15496479,-0.27586021,-0.26433333,-0.33823334,0.01,-0.64836667,0.62589291,0.37182239,0.7647379,0.48281246,0.37035349,0.09886139,0.60069241,0.45472018,0.14435465,0.23658254,0.34543145,0.12229887,0.73985064,616.79450787,0.088,0.078,1.224,-0.108,0.07273333,0.01,-1.136,1.146,-0.196,-1.15126667,123.19,4.9534,2.425,90.5,20,7.0248,9.3907,0.80714,NA,0.0529,0.0058,1.7302,0.0954,4.653,0.1921,0.19981,0.1369,6.2569,1082.74,3.6136,32.584,31.314,2.9331,1.17595431,-3.36333333,-90.5,-0.735,-17.26,-3.18680799,-0.24071443,2.15605801,-1.20561977,-0.00957975,94.17819365,3.43912537,7.86597616,3.36333333,-0.25,7.52390505,17.38255009,-0.04473058,0.67196771,2.7393,-1.65972495,-1.33217851,-0.31773863,0.41096667,289.927
2015-01-29,5547.225,4624.21,4681.497,10628.58,1803.17,3412.2,633.04,24807.28,206.09,5277.149,1952.4,202.474,173.869,162.98,164.551,171.387,332.091,811.4,588.17,334.7,170.91,293.13,241.22,68.91,512.57,147.87,653.57,680.68,1807.62,989.83,344.4,194.92,329.81,268.64,442.44,201.34,68.63,198.55,225.08,114.42,78.48,174.65,159.75,138.86,104.63,212.99,216.73,148.69,417.74,2240.93,545.03,885.36,1019.71,1705.6,1907.55,2460.5,85.29,233.46,99.82,198.14,227.84,222.89,207.13,464.325,125.77,95.19,17768.3,3352.96,3574.93,194.22,2029.55,6811.61,0.453,0.22,30.7,0.018,5.02,4.42,0.2526,1.8231,0.0152,0.1275,14.5,17.22,0.075,0.022,0.453,16.7,11.8,-2.2,178.218,1.161,0.73,1.2325,1.03,2.344,-0.0984,0.278,1.3653,1.6472,0.1716,1.951,0.083,-0.1759,3.47,3.22,3.18,3.41,3.2,5.6,-0.019,0.055,0.138,0.277,34.9944,27.8958,-0.0368,0.11,0.383,-0.102,0.577,0.005,0.263,NA,0.041,0.115,0.095,23.35,15.45,0.168,0.211,0.3554,0.6224,0.1472,0.0152,1.3354,0.0761,0.41,11.35,20.9,16.42,19.11,53249152,33.25,51.02,198.754,NA,17.693,40.75,113.978,0.03429,0.09643,0.23929,27.8958,-0.095,-0.154,0.018,-0.101,-0.013,-0.003,-0.019,NA,95.031,64.918,52.672,293.935,15.45,30,4.3,5.05,14.36,0.5105,22.4298,14.198,21.05,21.03,0.15666667,0.41013333,0.256,0.33063333,17.821,-0.70092256,NA,-0.03802758,0.26064755,-0.57054317,0.17340071,0.18166666,1.1435,0.14519874,-0.29044598,-0.256,-0.33063333,0.0085,-0.65125,0.70767465,0.26467964,0.69543277,0.42130141,0.49176457,0.05890565,0.41178912,0.42016429,0.17457536,0.22396709,0.35761431,0.20113917,0.68733371,616.30319246,0.08233333,0.097,1.223,-0.09933333,0.0795,-0.01466667,-1.14066667,1.126,-0.18166666,-1.1435,123.09,4.9644,2.4141,NA,20,7.0439,9.4113,0.8053,0.10169,0.05285,0.0058,1.7332,0.0922,4.6501,0.1918,0.20099,0.1371,6.2432,1078.75,3.5996,32.55,31.071,2.9258,1.17779364,-3.36666667,NA,-0.735,-16.42,-3.17602887,NA,2.14947928,-1.2112628,0.00104724,NA,3.42760444,7.83788103,3.36666667,-0.25,7.51028634,17.22950462,-0.07362592,0.68027765,2.7295,-1.60441292,-1.10379169,-0.30696819,0.41013333,298.965
2015-01-30,5552.782,4610.94,4637.994,10710.97,1795.88,3419.15,611.79,24861.81,198.66,5268.852,1961.58,200.989,172.489,161.495,163.875,170.757,329.741,799.96,587.78,334.01,171.61,293.66,241.4,68.87,510.51,147.28,654.02,684.81,1802.63,984.65,341.56,195.27,328.39,268.02,440.22,203.84,68.34,198.68,227.2,115.55,78.29,174.44,160.6,138.77,102.65,210.92,212.83,147.27,413.92,2186.47,544.2,856.64,1011.91,1689.2,1893.79,2430.7,83.96,225.76,98.6,196.72,226.66,221.45,206.3,460.893,125.39,93.92,17795.73,3305.738,3525.32,188.06,2002.16,6825.94,0.263,0.24,30.7,0.018,5.04,4.32,0.2546,1.7207,0.0152,0.1275,14.5,20.44,0.074,0.053,0.263,33.3,12.1,-1.3,178.029,1.47,0.7163,1.2225,1.008,2.346,-0.0479,0.317,1.3102,1.5995,0.119,1.94,0.013,-0.1212,3.5,3.18,3.18,3.43,3.18,5.6,-0.029,0.053,0.135,0.273,34.6575,27.9487,-0.044,0.12,0.353,-0.094,0.57,0.01,0.295,0,0.061,0.074,0.07279,22.7,14.4,0.1705,0.2115,0.3574,0.6179,0.1472,0.0152,1.2391,0.071,0.39,11.42,23.26,16.43,21.44,53271196,32.5,50.97,199.484,89.833,17.738,42.25,114.212,0.03357,0.09429,0.235,27.9487,-0.094,-0.167,-0.015,-0.096,0.005,-0.002,-0.016,NA,96.127,64.979,53.972,298.854,14.4,31.75,3.9,5.25,14.73,0.4654,21.8259,14.49,21.72,20.72,0.15366667,0.40996667,0.24833334,0.33216667,17.771,-0.69672497,-6.833,-0.05539751,0.25921891,-0.53990372,0.17340071,0.15166667,1.06393333,0.14367348,-0.34072101,-0.24833334,-0.33216667,0.01883334,-0.60976667,0.70670106,0.32387875,0.66246834,0.34039506,0.52507204,-0.01545643,0.05411128,0.3083993,0.18692215,0.23698526,0.34175471,0.25110272,0.55347119,617.78112484,0.057,0.12033333,1.14173333,-0.09466667,0.0778,-0.06333333,-1.08473333,1.0214,-0.15166667,-1.06393333,123.03,4.9734,2.4276,90.167,20,7.0997,9.5026,0.8059,0.10186,0.053077,0.0058,1.7242,0.0929,4.6242,0.1919,0.20013,0.1367,6.2478,1082.94,3.6198,32.54,31.219,2.9288,1.18107092,-3.37,-89.833,-0.7,-16.43,-3.16741697,-0.23201879,2.14212281,-1.2122347,0.0098597,93.54041386,3.41844533,7.81628664,3.37,-0.32,7.49476399,17.10238339,-0.0447957,0.68170132,2.7546,-1.72552104,-1.16481617,-0.30904025,0.40996667,306.318
2015-01-31,5569.485,4631.43,4683.407,10737.87,1782.18,3419.05,600.72,24595.85,195.72,5262.718,1951.02,201.428,173.598,165.167,163.556,170.999,329.959,806.1,581.36,329.78,171.02,290.75,240.23,67.99,500.07,146.26,644.61,681.76,1792.03,973.19,336.79,193.49,324.18,266.12,439.33,204.55,68.48,198,225.85,116.19,77.2,171.71,158.49,136.86,103.54,213.27,215.32,149.13,414.41,2157.26,535.18,846.23,1013.77,1693.81,1900.21,2435.7,84.08,223.55,98.72,197.1,222.5,220.89,205.72,464.773,126.39,94.16,17606.22,3262.305,3481.8,186.64,2021.25,6810.6,0.359,0.22,30.2,0.008,5.02,4.35,0.2546,1.7512,0.0051,0.125,14.69,18.76,0.078,-0.083,0.359,32.8,12.5,-0.7,177.914,1.337,0.713,1.1625,0.986,2.323,-0.0273,0.3369,1.3629,1.631,0.1166,1.8765,0.028,-0.1202,3.51,3.18,3.2,3.44,3.18,5.6,-0.028,0.052,0.132,0.271,37.6189,31.3329,-0.05,0.11,0.359,-0.102,0.597,0.01,0.297,0.001,0.058,0.135,0.0945,22.425,14.3,0.1709,0.2106,0.3579,0.6204,0.1472,0.0051,1.2698,0.0609,0.41,11.55,22.06,16.49,20,53499632,33,50.42,209.285,92.83,17.955,41.5,116.696,0.03214,0.095,0.23643,31.3329,-0.1,-0.176,-0.016,-0.103,0.006,-0.001,-0.016,NA,97.563,65.494,56.393,311.843,14.3,32.25,4.16,5.15,14.19,0.5158,23.3237,15.134,21.99,21.65,0.15166667,0.41096667,0.25333334,0.3399,17.749,-0.70087583,-9.83,-0.09525923,0.21970552,-0.53188643,0.17340071,0.15733334,1.10786666,0.08960257,-0.35787508,-0.25333334,-0.3399,0.023,-0.625,0.70085951,0.17641395,0.59028198,0.3407176,0.42514964,-0.04542323,0.24062101,0.32992768,0.15874138,0.16572456,0.31485757,0.22265803,0.58250936,614.24466365,0.05566667,0.12033333,1.17893333,-0.10166667,0.07106667,-0.06466666,-1.12326666,1.0586,-0.15733334,-1.10786666,123.48,4.8724,2.4243,92.833,20,7.0632,9.46,0.8058,0.10102,0.05305,0.0057,1.7186,0.0903,4.6171,0.1909,0.19788,0.1368,6.2465,1097.34,3.6326,32.718,31.57,2.9286,1.18165568,-3.37666667,-92.83,-0.695,-16.49,-3.16113807,-0.23047564,2.13187738,-1.21251248,0.01659245,93.42793506,3.41180252,7.80051635,3.37666667,-0.33,7.47254982,17.00501443,-0.27141375,0.68210363,2.7042,-1.80003144,-1.13272048,-0.31237285,0.41096667,313.301
2015-02-02,5588.321,4604.25,4635.24,10694.32,1781.26,3391.2,616.54,24507.05,201.82,5289.404,1949.26,201.524,171.159,159.647,162.274,170.017,325.496,795.58,577.69,327.92,171.07,286.47,240.23,67.64,498.62,145.41,641.67,683.86,1782.7,961.61,332.6,192.04,319.6,264.05,435.07,203.48,67.92,197.61,227.45,114.99,77.06,171.97,158.43,136.86,101.88,210.06,214.44,145.82,410.33,2161.01,535.77,849.55,1008.92,1677.54,1884.66,2408.6,82.91,224.93,97.48,195.29,224.49,221.33,203.21,457.271,124.35,92.87,17674.39,3210.363,3434.39,194.11,1994.99,6749.4,0.18,0.21,30.8,0.003,5.09,4.29,0.2531,1.6407,0,0.1285,13.49,20.97,0.071,-0.103,0.18,31.4,13,1.6,177.277,1.648,0.707,1.14,1.038,2.276,0.1325,0.4406,1.3815,1.6448,-0.0067,1.849,-0.06,0.0041,3.53,3.19,3.2,3.45,3.19,5.6,0.086,0.054,0.132,0.27,36.82,32.1756,-0.043,0.06,0.302,-0.104,0.536,0.014,0.278,NA,0.046,0.115,0.095,21.225,15.375,0.17125,0.2104,0.3574,0.6209,0.137,0.0101,1.1548,0.0456,0.38,11.73,24.37,15.63,21.82,53494160,31.25,50.2,211.422,91.499,17.581,41.5,114.421,0.03214,0.09357,0.235,32.1756,-0.098,-0.184,-0.048,-0.106,0.009,-0.005,-0.013,NA,96.657,64.577,56.28,309.64,15.375,32.25,2.84,5.15,15.75,0.4488,24.731,16.437,24.53,21.67,0.152,0.41046667,0.25466667,0.3496,17.581,-0.68108824,-8.499,-0.0884645,0.23300442,-0.42693265,0.17340071,0.126,1.02056666,0.02233126,-0.4150423,-0.25466667,-0.3496,0.03966667,-0.57115,0.78458843,0.03788742,0.44459969,0.25352348,0.42300077,-0.32733318,-0.00486592,0.25305913,0.20065046,0.09661044,0.29891635,0.26690731,0.50680367,614.14611272,0.02333333,0.111,1.08143333,-0.10266667,0.06086667,-0.08766667,-1.0581,0.97043333,-0.126,-1.02056666,123.74,4.8403,2.4003,92.083,20,7.0946,9.4239,0.8062,0.10089,0.05315,0.0057,1.7188,0.0883,4.6207,0.1907,0.19762,0.1351,6.2519,1101.5,3.6336,32.76,31.628,2.9297,1.1835526,-3.39,-91.499,-0.69,-15.63,-3.15785564,-0.22753435,2.12459083,-1.21219545,0.03147456,93.21409038,3.40833592,7.79209903,3.39,-0.34,7.4565105,16.78638713,-0.4411109,0.68164697,2.7712,-2.06923559,-1.2065932,-0.31676556,0.41046667,322.587
2015-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015-02-04,5625.34,4627.67,4676.689,10828.01,NA,3423.35,624.7,24484.74,204.38,5276.236,1952.68,203.094,173.709,156.678,164.421,175.304,330.776,806.12,577.05,327.02,171.06,287.02,239.49,67.34,492.35,142.24,636.28,675.9,1791.11,963.8,332.37,191.79,322.7,264.77,437.95,205.61,68.08,197.23,229.75,114.5,76.27,171.97,159.07,136.88,103.44,213.39,216.36,146.49,414.1,2216.88,542.77,877.27,1016.49,1694.35,1898.95,2438.9,83.91,232.2,98.54,197.35,227.5,223.97,204.09,457.917,124.71,93.88,17558.04,3128.3,3353.96,194.04,2020.85,6782.55,0.284,0.21,31,0.008,5.1,4.29,0.2521,1.6642,0.0051,0.1295,14.63,19.43,-0.013,-0.117,0.284,31.3,7.3,0.3,177.177,1.464,0.6751,1.2025,1.056,2.32,0.2168,0.5129,1.4176,1.6446,0.015,1.8115,-0.084,-0.0196,3.52,3.19,3.19,3.43,3.18,5.6,-0.024,0.055,0.134,0.271,37.6239,33.8694,-0.043,0.12,0.313,-0.103,0.548,0.006,0.289,NA,0.066,0.119,0.07138,20.6,12.85,0.1695,0.2085,0.3574,0.6194,0.1421,0,1.1789,0.0355,0.33,11.3817,23.36,15.96,20.91,53718696,32.5,48.19,226.814,96.832,17.934,41.25,117.863,0.03214,0.095,0.23714,33.8694,-0.103,-0.182,-0.044,-0.1,0.028,-0.007,-0.012,NA,98.938,66.028,60.343,325.416,12.85,33.5,4.4,5.35,17.01,0.4586,24.3214,17.675,NA,23.04,0.15333333,0.40963333,0.25533333,0.34873333,17.934,-0.7226751,-13.832,-0.15002409,0.16634349,-0.42970181,NA,0.131,1.03966667,-0.00039931,-0.43319224,-0.25533333,-0.34873333,0.0365,-0.58073334,0.75245989,0.07806682,0.30620193,0.30396088,0.27580327,NA,0.16614014,0.2784225,0.14609515,0.06934877,0.2716818,0.21039775,0.54521007,614.89594525,0.029,0.12766667,1.10056667,-0.102,0.0609,-0.09866667,-1.07156667,0.9729,-0.131,-1.03966667,123.53,4.8799,2.3325,96.249,20,7.0987,9.4014,0.8073,0.1012,0.0533,0.0057,1.7224,0.0898,4.6284,0.1921,0.19771,0.136,6.2599,1102.11,3.6343,32.582,31.659,2.9334,1.1822022,-3.38,-96.832,-0.69,-15.96,-3.15358594,-0.23419264,2.11436726,-1.21192851,0.04045923,93.69664101,3.40383051,7.78112562,3.38,-0.33,7.43343869,16.65499158,-0.18973819,0.68126291,2.7514,-2.00532248,-1.32070185,-0.31886984,0.40963333,317.506
2015-02-05,5707.366,4677.9,4727.738,10890.95,NA,3408.02,609.33,24554.78,199.35,5291.718,1951.96,204.491,175.136,153.985,165.269,178.366,333.967,818.34,579.66,328.2,171.27,289.79,238.43,68.03,500.99,142.51,645.28,671.94,1805.81,976.5,337.32,192.84,329.51,265.55,445.89,208.85,69.28,199.89,232.59,114.36,75.54,170.31,156.66,136.35,105.18,216.94,221.1,147.13,419.24,2287.75,560.93,910.37,1023.53,1715.22,1917.38,2475.6,85.62,239.8,100.08,199.95,233.05,227.21,204.62,464.404,125.11,95.48,17335.85,3204.907,3437.45,186.8,2050.03,6871.8,0.417,0.22,30.9,0.018,4.94,4.4,0.2551,1.7915,0.0152,0.126,13.5,17.33,-0.023,-0.108,0.417,30.3,7.4,-1,177.355,1.092,0.6923,1.2525,1.059,2.378,0.4196,0.6669,1.5115,1.7018,0.0882,1.8485,-0.026,-0.0897,3.51,3.2,3.24,3.4,3.21,5.6,-0.034,0.055,0.132,0.266,35.9069,31.7118,-0.045,0.12,0.346,-0.1,0.577,0.024,0.366,-0.002,0.107,0.153,0.095,17.65,12.55,0.171,0.2085,0.3588,0.61815,0.1675,0,1.2889,0.0659,0.33,11.0563,21.63,15.68,19.49,53601992,34,48.34,233.158,94.661,17.738,41.25,118.099,0.02786,0.09286,0.23429,31.7118,-0.104,-0.193,-0.037,-0.108,0.027,-0.014,-0.011,NA,96.512,65.184,56.146,306.864,12.55,32.5,4.9,5.6,17.7,0.5079,22.7637,15.809,22.46,23.8,0.151,0.41068333,0.255,0.32781666,17.626,-0.72751605,-11.661,-0.08328016,0.20971864,-0.41926471,0.17340071,0.14266667,1.11323333,0.06343853,-0.36687071,-0.255,-0.32781666,0.03266667,-0.63948334,0.77972047,0.23117137,0.51402571,0.43014594,0.19414626,-0.09758767,0.39918587,0.36525271,0.16505981,0.15126489,0.31095309,0.16475474,0.63303728,615.45764366,0.03866667,0.16666667,1.1961,-0.104,0.08286667,-0.128,-1.15743333,1.02943333,-0.14266667,-1.11323333,123.2,4.7964,2.2944,93.667,20,7.1051,9.4248,0.8071,0.10142,0.0533,0.0057,1.7424,0.0938,4.6316,0.1917,0.19827,0.136,6.2592,1100.98,3.5897,32.64,31.569,2.9331,1.1827484,-3.37,-94.661,-0.69,-15.68,-3.14847608,-0.23412757,2.10953058,-1.21170329,0.05115612,93.69192809,3.39845146,7.76785997,3.37,-0.31,7.42243786,16.49996792,-0.1833926,0.68093993,2.6921,-2.01628053,-1.29743172,-0.31745953,0.41068333,303.146
2015-02-06,5777.342,4696.3,4716.703,10911.32,1803.02,3417.57,618.23,24679.76,202.03,5315.284,1962.79,205.433,174.317,157.381,167.963,179.87,334.428,814.67,584.49,329.64,172.15,294.81,239.53,68.28,499.59,142.11,644.08,667.01,1818.96,980.82,338.27,193.57,330.83,266.21,446.78,210.45,69.39,200.54,233.37,114.13,77.75,173.61,160.8,138.38,104.86,215.08,219.81,145.19,419.42,2269.8,564.17,897.99,1019.11,1715.13,1919.71,2472.2,85.69,235.97,100.22,199.68,235.46,228.27,204.6,467.731,124.15,95.48,17678.74,3174.126,3401.77,191.86,2041.51,6860.02,0.35,0.22,31,0.008,4.9,4.41,0.2551,1.7513,0.0051,0.124,13.75,18.33,-0.001,0.023,0.35,30.5,7.5,0.9,177.612,1.124,0.703,1.2775,1.057,2.416,0.3726,0.6192,1.4666,1.6987,0.0491,1.9063,-0.082,-0.0526,3.5,3.19,3.31,3.41,3.24,5.6,-0.037,0.055,0.132,0.263,36.4091,33.53,-0.048,0.11,0.367,-0.103,0.594,0.024,0.381,-0.003,0.106,0.143,0.07298,17.9,12.55,0.1735,0.2105,0.3608,0.6254,0.1929,0.0051,1.2484,0.0558,0.33,11.0598,22.33,15.93,20.43,53714936,30.75,51.08,224.611,92,17.721,41,111.243,0.02571,0.09,0.22643,33.53,-0.116,-0.191,-0.034,-0.112,0.032,-0.016,-0.008,NA,94.209,63.648,56.654,306.451,12.55,32,4.6,5.25,17.64,0.4842,22.2736,15.644,22.2,22.34,0.15,0.41376667,0.26033333,0.32916667,17.685,-0.67365136,-9,-0.08705965,0.22979085,-0.39473816,0.17410798,0.15766666,1.0767,0.09614196,-0.33409045,-0.26033333,-0.32916667,0.0315,-0.62295,0.75538066,0.27925157,0.53211058,0.40668069,0.35101367,-0.06873075,0.28797811,0.35118399,0.18480105,0.18933221,0.34215924,0.23611177,0.61744644,617.77914775,0.04733333,0.173,1.1613,-0.11033333,0.0846,-0.12566667,-1.11396667,0.9883,-0.15766666,-1.0767,122.96,4.8699,2.3177,92.5,20,7.1508,9.4932,0.8058,0.10109,0.053213,0.0058,1.7516,0.0945,4.6396,0.1915,0.19873,0.137,6.2482,1086.86,3.5643,32.62,31.438,2.9274,1.18358509,-3.36666667,-92,-0.655,-15.93,-3.14367305,-0.23151892,2.10224656,-1.20766431,0.05767115,93.50241152,3.39339768,7.75530538,3.36666667,-0.31,7.40563887,16.40934302,-0.15500407,0.67510329,2.7158,-2.09652147,-1.11212952,-0.31627347,0.41376667,305.639
2015-02-09,5810.977,4703.3,4765.098,10905.41,1803.21,3406.58,626.09,24765.49,203.93,5279.895,1952.84,206.43,175.289,156.234,167.968,180.415,337.917,823.55,582.72,329.86,171.27,291.79,234.86,68.57,505.67,141.51,644.91,638.64,1820.75,982.21,338.93,193.09,332.55,261.36,447.73,211.79,69.17,202.1,235.64,113.26,78.13,171.88,158.65,138.16,105.91,217.38,225.03,146.48,422.18,2299.26,570.47,910.49,1032.02,1727.49,1932.25,2491.8,86.42,239.63,100.97,201.07,238.27,231.1,206.7,468.034,124.39,96.09,17504.62,3136.531,3366.95,191.72,2062.52,6865.93,0.437,0.23,31.4,0.01,4.84,4.43,0.2561,1.8204,0.0051,0.128,14.19,16.85,-0.014,0.013,0.437,30.5,7.6,-3.3,177.336,0.921,0.7075,1.2575,1.077,2.404,0.4459,0.6841,1.4687,1.6876,0.1313,1.913,0.01,-0.1328,3.46,3.18,3.33,3.41,3.24,5.6,-0.026,0.051,0.132,0.262,35.504,34.2973,-0.048,0.12,0.366,-0.107,0.587,0.02,0.361,-0.001,0.116,0.153,0.095,19.225,11.1,0.171,0.21025,0.3624,0.629,0.1929,0.0051,1.3036,0.0558,0.38,11.0729,21.33,15.5,19.27,53913160,32.5,51.26,226.579,93.137,17.621,39.5,115.105,0.02571,0.09071,0.22857,34.2973,-0.12,-0.194,-0.029,-0.116,0.05,-0.016,-0.006,NA,95.313,64.202,57.92,313.067,11.1,31.25,4.44,NA,19.54,0.5198,22.2611,14.71,21.71,22.82,0.14833333,0.41583333,0.26266666,0.33123333,17.796,-0.72300723,-10.137,-0.10918324,0.21499936,-0.39568612,0.18243196,0.162,1.13,0.09871438,-0.33427482,-0.26266666,-0.33123333,0.03333333,-0.6496,0.79724512,0.28037029,0.63597404,0.46719893,0.29944082,-0.01434654,0.45216884,0.39844748,0.19692667,0.19019529,0.35897004,0.23028731,0.67131714,616.70028576,0.04766667,0.17566667,1.2146,-0.11433333,0.0846,-0.128,-1.16693333,1.03893333,-0.162,-1.13,123.06,4.8509,2.28,92.721,19.5,7.1491,9.5329,0.8065,0.1013,0.0533,0.0057,1.7566,0.0942,4.6414,0.1917,0.19845,0.136,6.2524,1088.82,3.5651,32.617,31.509,2.9299,1.18651045,-3.35,-93.137,-0.645,-15.5,-3.13711509,-0.22981274,2.10011217,-1.20317527,0.06799812,93.37816709,3.38649745,7.73802321,3.35,-0.28,7.40068903,16.26475748,0.07362592,0.66860468,2.6802,-2.10740567,-1.16674582,-0.31050599,0.41583333,301.835
